stock_code,description,classification_text,description_id,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category,gross_sales,cancellation_value,estimated_net_revenue,units_sold,sales_invoices,known_customers,abc_class
90202C,GREEN ENAMEL FLOWER HAIR TIE,GREEN ENAMEL FLOWER HAIR TIE,1785,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,91.46,17.700000000000003,73.76,31,25,4,C
84593,CROCHET ROSE DES CLOTHES HANGER,CROCHET ROSE DES CLOTHES HANGER,1043,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,73.75,0.0,73.75,25,7,7,C
15030,FAN BLACK FRAME,FAN BLACK FRAME,1404,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,73.66,0.0,73.66,254,26,23,C
90130C,GREEN STONE/CRYSTAL EARRINGS,GREEN STONE/CRYSTAL EARRINGS,1825,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,73.62,0.0,73.62,25,24,2,C
79331,PINK FLOCK GLASS CANDLEHOLDER,PINK FLOCK GLASS CANDLEHOLDER,2913,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,73.60000000000001,0.0,73.60000000000001,60,9,8,C
90202A,PURPLE ENAMEL FLOWER HAIR TIE,PURPLE ENAMEL FLOWER HAIR TIE,3148,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,90.9,17.700000000000003,73.2,31,23,3,C
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,YELLOW + BROWN BEAR FELT PURSE KIT,4636,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,73.93,1.25,72.68,53,21,11,C
16151A,FLOWERS HANDBAG BLUE AND ORANGE,FLOWERS HANDBAG BLUE AND ORANGE,1520,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,72.5,0.0,72.5,52,5,5,C
84447,6 RABBIT CHAIN EASTER,6 RABBIT CHAIN EASTER,102,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,72.42,0.0,72.42,69,19,7,C
90214B,"LETTER ""B"" BLING KEY RING","LETTER ""B"" BLING KEY RING",2244,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,72.33,0.0,72.33,75,40,13,C
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,BLACK GLASS TV DOUBLE P/FRAME 15X10,427,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,72.25,0.0,72.25,17,5,5,C
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,GLASS BEAD HOOP EARRINGS AMETHYST,1687,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,72.18,0.0,72.18,23,16,6,C
84746,PINK EASTER HENS+FLOWER,PINK EASTER HENS+FLOWER,2901,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,72.06,0.0,72.06,23,16,6,C
90031,BILI NUT AND WOOD NECKLACE,BILI NUT AND WOOD NECKLACE,371,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,71.9,0.0,71.9,52,9,5,C
21950,SET OF 6 DOTS CHOPSTICKS,SET OF 6 DOTS CHOPSTICKS,3709,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,263.63,192.05,71.57999999999998,211,18,2,C
90038C,GLASS AND BEADS BRACELET IVORY,GLASS AND BEADS BRACELET IVORY,1681,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,71.46000000000001,0.0,71.46000000000001,19,9,3,C
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,CERISE+GOLD CHRISTMAS STOCKING DEC,817,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,71.44,0.0,71.44,188,17,16,C
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,S/3 POT POURI CUSHIONS BLUE COLOURS,3466,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,71.4,0.0,71.4,34,6,6,C
90060D,FIRE POLISHED GLASS NECKL BRONZE,FIRE POLISHED GLASS NECKL BRONZE,1462,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,71.4,0.0,71.4,12,8,6,C
84925C,FAIRY CAKES WALL THERMOMETER,FAIRY CAKES WALL THERMOMETER,1397,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,71.39999999999999,0.0,71.39999999999999,28,10,10,C
84415A,PINK FLOCK SUEDE CUSHION COVER,PINK FLOCK SUEDE CUSHION COVER,2915,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,71.25,0.0,71.25,27,6,3,C
90037B,TINY CRYSTAL BRACELET GREEN,TINY CRYSTAL BRACELET GREEN,4174,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,71.17,0.0,71.17,28,10,5,C
90179A,AMBER FINE BEAD NECKLACE W TASSEL,AMBER FINE BEAD NECKLACE W TASSEL,168,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,71.0,0.0,71.0,12,9,5,C
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,GREEN DROP EARRINGS W BEAD CLUSTER,1783,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,70.6,0.0,70.6,21,15,2,C
20958,PORCELAIN HANGING BELL LARGE,PORCELAIN HANGING BELL LARGE,3113,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,70.5,0.0,70.5,38,10,9,C
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,DIAMANTE HAIR GRIP PACK/2 LT ROSE,1138,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,79.87,9.9,69.97,48,27,5,C
90131,PINK/AMETHYST/GOLD NECKLACE,PINK/AMETHYST/GOLD NECKLACE,3047,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,69.62,0.0,69.62,10,5,4,C
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,HAPPY ANNIVERSARY CANDLE LETTERS,1909,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,69.18,0.0,69.18,175,14,14,C
37509,NEW ENGLAND MUG W GIFT BOX,NEW ENGLAND MUG W GIFT BOX,2553,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,71.39999999999999,2.55,68.85,28,14,14,C
90176A,CLASSIC DIAMANTE NECKLACE JET,CLASSIC DIAMANTE NECKLACE JET,950,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,75.88,7.5,68.38,10,7,3,C
71215,METAL BASE FOR CANDLES,METAL BASE FOR CANDLES,2380,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,68.1,0.0,68.1,177,12,10,C
47420,ASSORTED COLOUR SUCTION CUP HOOK,ASSORTED COLOUR SUCTION CUP HOOK,254,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,68.02,0.0,68.02,358,31,23,C
90121B,VINTAGE ROSE BEAD BRACELET BLUE,VINTAGE ROSE BEAD BRACELET BLUE,4366,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,80.75,12.75,68.0,19,9,8,C
84857A,SILVER MONTE CARLO HANDBAG,SILVER MONTE CARLO HANDBAG,3887,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,68.0,0.0,68.0,8,3,2,C
DCGS0004,HAYNES CAMPER SHOULDER BAG,HAYNES CAMPER SHOULDER BAG,1917,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,67.94,0.0,67.94,4,4,0,C
90140,PINK SWEETIE NECKLACE,PINK SWEETIE NECKLACE,3036,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,67.9,0.0,67.9,9,7,2,C
84086B,YELLOW/BLUE RETRO RADIO,YELLOW/BLUE RETRO RADIO,4653,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,70.80000000000001,2.95,67.85000000000001,24,12,7,C
90026C,GLASS BEAD HOOP NECKLACE GREEN,GLASS BEAD HOOP NECKLACE GREEN,1693,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,67.82,0.0,67.82,8,6,5,C
90026B,GLASS BEAD HOOP NECKLACE MONTANA,GLASS BEAD HOOP NECKLACE MONTANA,1694,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,67.82,0.0,67.82,8,7,4,C
84864A,PINK PAISLEY PHOTO ALBUM,PINK PAISLEY PHOTO ALBUM,2988,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,67.71000000000001,0.0,67.71000000000001,7,4,3,C
90078,PINK/WHITE GLASS DEMI CHOKER,PINK/WHITE GLASS DEMI CHOKER,3058,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,67.64,0.0,67.64,9,5,4,C
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,NEW BAROQUE B'FLY NECKLACE CRYSTAL,2538,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,67.61,0.0,67.61,8,6,2,C
84926B,SCOTTS ROSES TILE COASTER,SCOTTS ROSES TILE COASTER,3516,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,67.5,0.0,67.5,54,10,8,C
47341B,BLUE TABLE RUN FLOWER,BLUE TABLE RUN FLOWER,602,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,67.5,0.0,67.5,48,14,13,C
72045D,ROSES ON BLUE TEACUP CANDLE,ROSES ON BLUE TEACUP CANDLE,3417,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,918.65,851.76,66.88999999999999,539,6,3,C
35819P,"ACRYLIC HANGING JEWEL,PINK","ACRYLIC HANGING JEWEL,PINK",133,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,66.55,0.0,66.55,95,7,7,C
90037A,TINY CRYSTAL BRACELET RED,TINY CRYSTAL BRACELET RED,4175,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,66.31,0.0,66.31,26,12,4,C
90037C,TINY CRYSTAL BRACELET BLUE,TINY CRYSTAL BRACELET BLUE,4173,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,66.08,0.0,66.08,26,13,4,C
85072,OCCASIONS GIFT CARD ASSORTMENT,OCCASIONS GIFT CARD ASSORTMENT,2590,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,66.0,0.0,66.0,120,1,1,C
79329,PINK FLOCK GLASS CANDLEHOLDER,PINK FLOCK GLASS CANDLEHOLDER,2913,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,65.94,0.0,65.94,100,7,7,C
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,LARGE FIBRE OPTIC CHRISTMAS TREE,2191,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,65.76,0.0,65.76,21,11,5,C
84493,BLUE/PINK NEST STRIPE BOX,BLUE/PINK NEST STRIPE BOX,625,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,111.12,45.36,65.76,1142,5,5,C
79406,FROSTED WHITE BASE,FROSTED WHITE BASE,1614,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,65.62,0.0,65.62,259,21,14,C
90088,CRYSTAL KEY+LOCK PHONE CHARM,CRYSTAL KEY+LOCK PHONE CHARM,1053,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,86.69999999999999,21.25,65.44999999999999,101,14,8,C
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,PURPLE FINE BEAD NECKLACE W TASSEL,3151,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,65.31,0.0,65.31,11,9,5,C
47016,LIGHT DECORATION BATTERY OPERATED,LIGHT DECORATION BATTERY OPERATED,2271,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,65.10000000000001,0.0,65.10000000000001,31,5,4,C
84705A,ENGLISH ROSE PHOTO FRAME,ENGLISH ROSE PHOTO FRAME,1346,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,65.10000000000001,0.0,65.10000000000001,14,7,5,C
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,HEARTS PENCIL/RUBBER+5 MINI PENCILS,1947,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,70.98,5.88,65.10000000000001,169,10,8,C
90177E,DROP DIAMANTE EARRINGS GREEN,DROP DIAMANTE EARRINGS GREEN,1237,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,82.71000000000001,17.700000000000003,65.01,28,22,3,C
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,IVORY PENDANT TRIPLE SHELL NECKLACE,2041,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,64.94,0.0,64.94,13,9,2,C
90092,BLUE CRYSTAL BOOT PHONE CHARM,BLUE CRYSTAL BOOT PHONE CHARM,497,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,87.50999999999999,22.95,64.55999999999999,102,10,6,C
84551,CROCHET DOG KEYRING,CROCHET DOG KEYRING,1040,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,64.35,0.0,64.35,39,8,6,C
90074,BLACK DIAMOND CLUSTER NECKLACE,BLACK DIAMOND CLUSTER NECKLACE,412,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,64.09,0.0,64.09,7,6,4,C
79534,MULTICOLOUR GLASS PLATE,MULTICOLOUR GLASS PLATE,2509,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,63.8,0.0,63.8,116,16,14,C
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,S/6 PAPER BOXES BLOSSOM IMAGES,3488,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,63.75,0.0,63.75,15,10,10,C
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,S/6 PAPER BOXES ROMANTIC IMAGES,3490,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,63.75,0.0,63.75,15,10,10,C
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,VINTAGE KEEPSAKE BOX BEAUTY GIRL,4335,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,63.5,0.0,63.5,10,4,3,C
90205A,LARGE MINT DIAMANTE HAIRSLIDE,LARGE MINT DIAMANTE HAIRSLIDE,2201,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,63.46,0.0,63.46,38,22,6,C
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,PURPLE/BLUE CERAMIC CANDLE HOLDER,3166,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,63.28,0.0,63.28,26,13,5,C
72709,IVORY SCULPTED RND CANDLE,IVORY SCULPTED RND CANDLE,2047,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,62.89999999999999,0.0,62.89999999999999,74,13,10,C
84529B,BLUE KNITTED KID'S RUCKSACK,BLUE KNITTED KID'S RUCKSACK,539,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,62.35,0.0,62.35,13,5,2,C
35607B,BLACK FEATHER CHRISTMAS DECORATION,BLACK FEATHER CHRISTMAS DECORATION,420,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,62.3,0.0,62.3,312,17,15,C
47348A,FUSCHIA VOILE POINTY SHOE DEC,FUSCHIA VOILE POINTY SHOE DEC,1636,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,62.01,0.0,62.01,103,16,12,C
90176C,DIAMANTE NECKLACE,DIAMANTE NECKLACE,1143,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,77.0,15.0,62.0,10,6,4,C
17136A,BLUE STONES ON WIRE FOR CANDLE,BLUE STONES ON WIRE FOR CANDLE,598,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,61.78,0.0,61.78,743,34,28,C
20620,RED SPOTTY PASSPORT COVER,RED SPOTTY PASSPORT COVER,3285,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,61.76,0.0,61.76,15,14,1,C
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE","ACRYLIC JEWEL SNOWFLAKE,BLUE",140,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,61.3,0.0,61.3,143,3,2,C
35973,GERANIUM FOLKART HEART DECORATION,GERANIUM FOLKART HEART DECORATION,1656,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,61.25,0.0,61.25,49,13,11,C
40002,WHITE BAMBOO RIBS LAMPSHADE,WHITE BAMBOO RIBS LAMPSHADE,4439,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,66.3,5.1,61.2,78,1,1,C
35910B,PINK FLOWERS RABBIT EASTER,PINK FLOWERS RABBIT EASTER,2922,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,61.07,0.0,61.07,29,8,6,C
84875A,PINK SQUARE COMPACT MIRROR,PINK SQUARE COMPACT MIRROR,3026,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,60.0,0.0,60.0,16,12,10,C
23629,SET 10 CARDS DRESSING UP 17077,SET 10 CARDS DRESSING UP 17077,3538,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,59.760000000000005,0.0,59.760000000000005,24,10,0,C
90021,LASER CUT MULTI STRAND NECKLACE,LASER CUT MULTI STRAND NECKLACE,2226,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,59.75,0.0,59.75,5,4,4,C
90171,DAISY RING,DAISY RING,1098,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,59.65,0.0,59.65,47,27,2,C
44241C,BLUE BUTTERFLY ON SPRING,BLUE BUTTERFLY ON SPRING,483,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,59.5,0.0,59.5,70,8,7,C
84582,PINK CROCHET CAT WITH SCARF,PINK CROCHET CAT WITH SCARF,2885,Toys & Children,High,LLM only,Toys & Children,High,,,59.5,0.0,59.5,14,11,9,C
35654,VINTAGE BEAD FILLED PINK CUSHION,VINTAGE BEAD FILLED PINK CUSHION,4290,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,59.400000000000006,0.0,59.400000000000006,12,5,4,C
90214P,"LETTER ""P"" BLING KEY RING","LETTER ""P"" BLING KEY RING",2258,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,66.59,7.5,59.09,77,33,13,C
90011B,BLACK CRYSTAL DROP EARRINGS,BLACK CRYSTAL DROP EARRINGS,409,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,59.06,0.0,59.06,20,15,4,C
35909A,RABBIT EASTER DECORATION,RABBIT EASTER DECORATION,3174,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,59.00000000000001,0.0,59.00000000000001,20,5,5,C
81985A,"ICON ALARM CLOCK,FUSCHIA PIN UP","ICON ALARM CLOCK,FUSCHIA PIN UP",2012,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,58.65,0.0,58.65,23,7,7,C
90188,DROP EARRINGS W FLOWER & LEAF,DROP EARRINGS W FLOWER & LEAF,1239,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,58.5,0.0,58.5,23,20,3,C
84226,HEN HOUSE W FAMILY IN BARN & NEST,HEN HOUSE W FAMILY IN BARN & NEST,1957,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,58.31,0.0,58.31,77,18,17,C
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,DIAMANTE HAIR GRIP PACK/2 MONTANA,1139,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,68.17999999999999,9.9,58.28,41,23,6,C
21343,GOLD JEWELERY BOX,GOLD JEWELERY BOX,1749,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,92.0,33.9,58.1,20,3,3,C
35816B,"ACRYLIC JEWEL ANGEL,BLUE","ACRYLIC JEWEL ANGEL,BLUE",134,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,58.07,0.0,58.07,139,3,2,C
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,SKY BLUE COLOUR GLASS GEMS IN BAG,3939,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,57.98,0.0,57.98,86,11,7,C
35821B,"JEWELLED DECORATION,BLUE","JEWELLED DECORATION,BLUE",2087,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,57.0,0.0,57.0,150,3,3,C
72771B,BURG FLOCK GOLD CUP/CANDLE,BURG FLOCK GOLD CUP/CANDLE,694,Lighting & Candles,High,Keyword rule override,Kitchen & Dining,High,Lighting & Candles,,56.9,0.0,56.9,117,8,6,C
90002E,FLOWER BURST SILVER RING GREEN,FLOWER BURST SILVER RING GREEN,1491,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,67.77,11.25,56.52,18,11,7,C
90050,CRACKED GLAZE NECKLACE IVORY,CRACKED GLAZE NECKLACE IVORY,1015,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,70.16,13.9,56.26,10,6,2,C
90212C,PURPLE LAS VEGAS BRACELET ROUND,PURPLE LAS VEGAS BRACELET ROUND,3159,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,56.25,0.0,56.25,15,7,5,C
47344B,BLUE FLOWER DES PURSE,BLUE FLOWER DES PURSE,515,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,56.16,0.0,56.16,54,10,10,C
85023C,PINK LARGE JEWELED PHOTOFRAME,PINK LARGE JEWELED PHOTOFRAME,2966,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,58.64999999999999,2.55,56.1,23,11,10,C
90033,IVORY SHELL HEART EARRINGS,IVORY SHELL HEART EARRINGS,2048,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,55.88,0.0,55.88,22,18,2,C
84803B,WHITE ALLIUM ARTIFICIAL FLOWER,WHITE ALLIUM ARTIFICIAL FLOWER,4436,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,70.98,15.21,55.77,42,11,10,C
85080,PADDED RED HEART DECORATION,PADDED RED HEART DECORATION,2707,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,55.76,0.0,55.76,113,22,19,C
90214T,"LETTER ""T"" BLING KEY RING","LETTER ""T"" BLING KEY RING",2261,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,55.57,0.0,55.57,57,24,9,C
85151,WELCOME METAL SIGN,WELCOME METAL SIGN,4431,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,55.0,0.0,55.0,44,8,8,C
90135A,ORANGE/FUSCHIA STONES NECKLACE,ORANGE/FUSCHIA STONES NECKLACE,2615,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,54.620000000000005,0.0,54.620000000000005,11,4,2,C
90142D,MOP PENDANT SHELL NECKLACE,MOP PENDANT SHELL NECKLACE,2484,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,54.59,0.0,54.59,11,5,4,C
90043,COPPER AND BRASS BAG CHARM,COPPER AND BRASS BAG CHARM,995,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,54.510000000000005,0.0,54.510000000000005,10,6,5,C
20820,SILVER LOOKING MIRROR,SILVER LOOKING MIRROR,3883,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,54.45,0.0,54.45,11,8,6,C
20953,PORCELAIN CHERUB BELL LARGE,PORCELAIN CHERUB BELL LARGE,3111,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,54.45,0.0,54.45,33,9,7,C
90046,WHITE WITH METAL BAG CHARM,WHITE WITH METAL BAG CHARM,4520,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,64.35,9.9,54.45,13,7,6,C
46115B,GREEN POP ART MAO CUSHION COVER,GREEN POP ART MAO CUSHION COVER,1817,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,54.34,0.0,54.34,286,22,19,C
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,CRYSTAL LARGE JEWELLED PHOTO FRAME,1054,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,56.1,2.55,53.55,22,10,9,C
90214I,"LETTER ""I"" BLING KEY RING","LETTER ""I"" BLING KEY RING",2251,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,61.0,7.5,53.5,62,27,10,C
35001B,HAND OPEN SHAPE BLACK,HAND OPEN SHAPE BLACK,1857,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,59.330000000000005,5.9,53.43000000000001,17,6,5,C
72798C,SET/4 GARDEN ROSE DINNER CANDLE,SET/4 GARDEN ROSE DINNER CANDLE,3797,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,53.11,0.0,53.11,28,15,10,C
90202B,WHITE ENAMEL FLOWER HAIR TIE,WHITE ENAMEL FLOWER HAIR TIE,4460,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,70.49,17.700000000000003,52.78999999999999,24,16,3,C
84292B,BLUE COL METAL FOLDING CHAIR,BLUE COL METAL FOLDING CHAIR,495,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,51.8,0.0,51.8,8,5,4,C
84845D,GERANIUM SQUARE HANDY TIN,GERANIUM SQUARE HANDY TIN,1657,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,51.25,0.0,51.25,41,11,11,C
84402B,PURPLE DRESS JEWELLERY STAND,PURPLE DRESS JEWELLERY STAND,3147,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,51.14,0.0,51.14,62,4,4,C
35071,ASSORTED SANTA CHRISTMAS DECORATION,ASSORTED SANTA CHRISTMAS DECORATION,273,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,51.13999999999999,0.0,51.13999999999999,50,7,5,C
84612B,SET/4 BLACK BAROQUE FLOCK COASTER,SET/4 BLACK BAROQUE FLOCK COASTER,3792,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,51.0,0.0,51.0,20,4,4,C
20964,POLYESTER FILLER PAD 60X40CM,POLYESTER FILLER PAD 60X40CM,3094,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,51.0,0.0,51.0,20,6,6,C
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,ANTIQUE MID BLUE FLOWER EARRINGS,210,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,,55.120000000000005,4.25,50.870000000000005,13,10,4,C
90034,WHITE SILVER NECKLACE SHELL GLASS,WHITE SILVER NECKLACE SHELL GLASS,4497,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,50.48,0.0,50.48,5,5,2,C
