invoice_no,cancellation_date,customer_id,country,cancelled_lines,cancelled_products,cancelled_units,cancellation_value
C566626,2011-09-14 10:07:00,15380,United Kingdom,1,1,2,7.9
C543465,2011-02-08 14:32:00,13873,United Kingdom,1,1,2,7.9
C502066,2010-03-22 15:25:00,17677,United Kingdom,2,2,2,7.9
C528902,2010-10-25 13:14:00,13093,United Kingdom,3,3,3,7.8500000000000005
C497037,2010-02-05 14:30:00,14420,United Kingdom,2,2,3,7.8500000000000005
C525758,2010-10-07 10:30:00,14243,United Kingdom,3,3,3,7.85
C572116,2011-10-20 19:17:00,15620,United Kingdom,2,2,3,7.83
C534647,2010-11-23 13:12:00,16019,United Kingdom,2,2,2,7.8100000000000005
C505524,2010-04-22 16:50:00,13183,United Kingdom,1,1,12,7.800000000000001
C500772,2010-03-10 10:38:00,13178,United Kingdom,1,1,12,7.800000000000001
C498603,2010-02-21 16:11:00,17160,United Kingdom,4,4,4,7.800000000000001
C560330,2011-07-18 11:10:00,17841,United Kingdom,3,3,3,7.8
C552585,2011-05-10 12:35:00,17841,United Kingdom,2,2,2,7.8
C506498,2010-04-30 10:56:00,13911,United Kingdom,2,2,4,7.8
C513979,2010-06-30 08:18:00,13097,United Kingdom,1,1,4,7.8
C518341,2010-08-06 13:50:00,17663,United Kingdom,1,1,4,7.8
C489799,2009-12-02 12:23:00,13070,United Kingdom,2,2,4,7.8
C504346,2010-04-13 09:30:00,14112,United Kingdom,3,3,4,7.8
C557658,2011-06-21 17:41:00,13630,United Kingdom,3,3,4,7.7
C557637,2011-06-21 16:00:00,13630,United Kingdom,3,3,4,7.7
C574517,2011-11-04 13:40:00,17109,United Kingdom,2,2,8,7.68
C573925,2011-11-02 09:50:00,17109,United Kingdom,2,2,8,7.68
C558859,2011-07-04 12:17:00,17841,United Kingdom,1,1,1,7.65
C554864,2011-05-27 10:36:00,15122,United Kingdom,2,2,5,7.65
C518954,2010-08-12 15:18:00,17389,United Kingdom,1,1,1,7.65
C545513,2011-03-03 12:02:00,15932,United Kingdom,1,1,1,7.65
C501327,2010-03-16 10:03:00,15251,United Kingdom,1,1,1,7.65
C492655,2009-12-17 17:50:00,15782,United Kingdom,1,1,1,7.65
C533111,2010-11-16 12:10:00,13767,United Kingdom,2,2,3,7.65
C580072,2011-12-01 14:02:00,16240,United Kingdom,1,1,1,7.65
C529189,2010-10-26 18:46:00,14216,United Kingdom,2,2,3,7.6499999999999995
C491544,2009-12-11 12:36:00,17436,United Kingdom,2,2,3,7.6499999999999995
C524414,2010-09-29 10:07:00,12681,France,2,2,5,7.6499999999999995
C522757,2010-09-16 13:38:00,14852,United Kingdom,1,1,3,7.649999999999999
C523407,2010-09-21 20:35:00,15764,United Kingdom,1,1,3,7.649999999999999
C495024,2010-01-20 13:35:00,17679,United Kingdom,1,1,3,7.649999999999999
C505312,2010-04-21 11:59:00,15311,United Kingdom,1,1,9,7.649999999999999
C554870,2011-05-27 10:57:00,15078,United Kingdom,1,1,3,7.649999999999999
C522475,2010-09-15 10:43:00,16656,United Kingdom,1,1,9,7.649999999999999
C524265,2010-09-28 11:38:00,13317,United Kingdom,1,1,9,7.649999999999999
C506489,2010-04-30 10:49:00,17696,United Kingdom,1,1,3,7.649999999999999
C515263,2010-07-09 12:32:00,13192,United Kingdom,1,1,3,7.649999999999999
C551949,2011-05-05 11:22:00,14149,United Kingdom,1,1,3,7.649999999999999
C540129,2011-01-05 10:46:00,12578,Italy,1,1,3,7.649999999999999
C508387,2010-05-14 14:24:00,17677,United Kingdom,1,1,3,7.649999999999999
C524275,2010-09-28 11:54:00,16919,United Kingdom,1,1,9,7.649999999999999
C518978,2010-08-12 16:31:00,15141,United Kingdom,1,1,9,7.649999999999999
C498051,2010-02-16 11:37:00,16940,United Kingdom,1,1,3,7.649999999999999
C574828,2011-11-07 11:12:00,16232,United Kingdom,1,1,3,7.649999999999999
C520201,2010-08-24 15:47:00,15764,United Kingdom,1,1,3,7.649999999999999
C559743,2011-07-12 11:12:00,13599,United Kingdom,2,2,13,7.63
C518976,2010-08-12 16:23:00,,United Kingdom,1,1,1,7.62
C506874,2010-05-04 16:20:00,12838,United Kingdom,2,2,4,7.6000000000000005
C493083,2009-12-22 10:04:00,15078,United Kingdom,1,1,20,7.6
C512531,2010-06-16 12:00:00,13745,United Kingdom,2,2,15,7.59
C499281,2010-02-25 18:53:00,16327,United Kingdom,2,2,5,7.57
C519278,2010-08-16 10:36:00,16701,United Kingdom,1,1,36,7.56
C541233,2011-01-14 17:00:00,13107,United Kingdom,2,2,5,7.550000000000001
C527481,2010-10-18 11:37:00,16643,United Kingdom,3,3,3,7.550000000000001
C553020,2011-05-12 19:09:00,12921,United Kingdom,1,1,2,7.5
C551778,2011-05-04 11:23:00,18220,United Kingdom,2,2,6,7.5
C540379,2011-01-06 17:34:00,15101,United Kingdom,1,1,2,7.5
C536817,2010-12-02 17:08:00,14156,EIRE,2,2,2,7.5
C544414,2011-02-18 14:54:00,13408,United Kingdom,1,1,2,7.5
C559670,2011-07-11 13:51:00,16033,United Kingdom,3,3,4,7.5
C569547,2011-10-04 17:22:00,14834,United Kingdom,1,1,1,7.5
C498607,2010-02-21 16:20:00,18223,United Kingdom,1,1,6,7.5
C569644,2011-10-05 12:31:00,14534,United Kingdom,1,1,1,7.5
C519496,2010-08-17 14:03:00,14590,United Kingdom,1,1,2,7.5
C522149,2010-09-13 10:43:00,13250,United Kingdom,1,1,2,7.5
C530069,2010-11-01 11:57:00,12494,France,2,2,2,7.5
C498839,2010-02-23 11:45:00,12647,Germany,1,1,2,7.5
C559474,2011-07-08 13:41:00,13078,United Kingdom,2,2,2,7.5
C555013,2011-05-31 10:44:00,12601,Germany,1,1,1,7.5
C569138,2011-09-30 14:48:00,14911,EIRE,1,1,1,7.5
C498761,2010-02-22 17:09:00,13813,Germany,1,1,2,7.5
C505728,2010-04-25 14:09:00,16984,United Kingdom,1,1,1,7.5
C576870,2011-11-16 16:21:00,14907,United Kingdom,1,1,2,7.5
C498586,2010-02-21 15:14:00,15059,United Kingdom,1,1,2,7.5
C564084,2011-08-23 09:16:00,14911,EIRE,1,1,1,7.5
C512756,2010-06-17 15:36:00,13077,United Kingdom,2,2,6,7.5
C491588,2009-12-11 12:59:00,17465,United Kingdom,1,1,6,7.5
C551602,2011-05-03 11:34:00,17692,United Kingdom,1,1,6,7.5
C555274,2011-06-01 16:34:00,14911,EIRE,1,1,1,7.5
C508613,2010-05-17 13:12:00,16094,United Kingdom,1,1,2,7.5
C563607,2011-08-18 06:31:00,13078,United Kingdom,1,1,2,7.5
C526918,2010-10-13 16:22:00,16281,United Kingdom,1,1,2,7.5
C581569,2011-12-09 11:58:00,17315,United Kingdom,2,2,6,7.5
C494928,2010-01-20 10:30:00,13622,United Kingdom,2,2,2,7.5
C548307,2011-03-30 11:59:00,17314,United Kingdom,1,1,6,7.5
C543775,2011-02-11 16:10:00,13102,United Kingdom,1,1,6,7.5
C559008,2011-07-05 12:44:00,15518,United Kingdom,2,2,2,7.5
C558969,2011-07-05 11:01:00,16729,United Kingdom,2,2,2,7.5
C541834,2011-01-21 17:24:00,17048,United Kingdom,1,1,6,7.5
C500156,2010-03-04 18:02:00,17931,United Kingdom,1,1,6,7.5
C575578,2011-11-10 11:48:00,15358,United Kingdom,1,1,2,7.5
C550454,2011-04-18 13:00:00,15615,United Kingdom,1,1,6,7.5
C562022,2011-08-01 15:39:00,17389,United Kingdom,1,1,2,7.5
C518961,2010-08-12 15:37:00,14625,United Kingdom,1,1,2,7.5
C530712,2010-11-04 11:33:00,14496,United Kingdom,1,1,2,7.5
C538123,2010-12-09 15:41:00,12605,Germany,3,3,4,7.5
C549986,2011-04-13 16:03:00,18178,United Kingdom,1,1,2,7.5
C546256,2011-03-10 14:56:00,15738,United Kingdom,1,1,6,7.5
C538531,2010-12-13 10:31:00,13715,United Kingdom,1,1,2,7.5
C490350,2009-12-04 16:24:00,17884,United Kingdom,1,1,2,7.5
C524367,2010-09-28 17:16:00,15240,United Kingdom,1,1,6,7.5
C491808,2009-12-14 13:18:00,12471,Germany,1,1,2,7.5
C521320,2010-09-03 12:14:00,16094,United Kingdom,1,1,2,7.5
C554011,2011-05-20 12:55:00,13151,United Kingdom,1,1,2,7.5
C548906,2011-04-05 08:24:00,13636,United Kingdom,1,1,6,7.5
C554373,2011-05-24 11:23:00,16998,United Kingdom,1,1,2,7.5
C523031,2010-09-20 11:48:00,12708,Germany,2,2,4,7.5
C562889,2011-08-10 12:07:00,18172,United Kingdom,1,1,2,7.5
C549039,2011-04-05 17:16:00,17675,United Kingdom,1,1,2,7.5
C522709,2010-09-16 11:33:00,16133,United Kingdom,1,1,2,7.5
C570483,2011-10-10 17:01:00,13078,United Kingdom,1,1,2,7.5
C543767,2011-02-11 15:19:00,13767,United Kingdom,2,2,2,7.5
C579776,2011-11-30 15:12:00,13212,United Kingdom,1,1,1,7.5
C548453,2011-03-31 11:37:00,17428,United Kingdom,1,1,6,7.5
C519032,2010-08-13 11:07:00,17615,United Kingdom,1,1,6,7.5
C566222,2011-09-09 16:34:00,13458,United Kingdom,1,1,1,7.5
C518953,2010-08-12 15:17:00,14844,United Kingdom,1,1,2,7.5
C507466,2010-05-10 11:04:00,18220,United Kingdom,1,1,6,7.5
C527477,2010-10-18 11:31:00,16499,United Kingdom,2,2,2,7.5
C579915,2011-12-01 08:56:00,16570,United Kingdom,1,1,2,7.5
C492715,2009-12-18 10:25:00,13468,United Kingdom,1,1,6,7.5
C510821,2010-06-03 19:50:00,17340,United Kingdom,1,1,6,7.5
C511804,2010-06-10 15:27:00,14113,United Kingdom,2,2,4,7.5
C494370,2010-01-13 16:24:00,13854,United Kingdom,1,1,2,7.5
C514214,2010-06-30 17:32:00,17096,United Kingdom,1,1,2,7.5
C543609,2011-02-10 14:17:00,16705,United Kingdom,2,2,2,7.5
C556634,2011-06-13 15:22:00,17675,United Kingdom,1,1,2,7.5
C491162,2009-12-10 10:33:00,17861,United Kingdom,2,2,2,7.5
C567361,2011-09-19 16:47:00,13599,United Kingdom,1,1,3,7.470000000000001
C562122,2011-08-02 17:18:00,14857,United Kingdom,1,1,9,7.47
C560818,2011-07-21 10:52:00,17811,United Kingdom,2,2,2,7.47
C565305,2011-09-02 12:18:00,15311,United Kingdom,2,2,11,7.46
C558202,2011-06-27 13:24:00,17841,United Kingdom,3,3,3,7.45
C576918,2011-11-17 10:40:00,14102,United Kingdom,1,1,1,7.45
C500755,2010-03-10 10:33:00,13377,United Kingdom,2,2,3,7.45
C558438,2011-06-29 12:51:00,15189,United Kingdom,1,1,7,7.42
C518969,2010-08-12 15:51:00,17696,United Kingdom,1,1,7,7.42
C525069,2010-10-03 14:41:00,16549,United Kingdom,2,2,2,7.4
C567946,2011-09-23 07:58:00,12909,United Kingdom,2,2,3,7.390000000000001
C551659,2011-05-03 12:14:00,13668,United Kingdom,4,4,6,7.380000000000001
C504629,2010-04-15 12:53:00,12935,United Kingdom,2,2,3,7.3500000000000005
C564213,2011-08-24 09:15:00,15301,United Kingdom,2,2,3,7.33
C505446,2010-04-22 11:05:00,14680,United Kingdom,4,4,4,7.3
C501924,2010-03-22 10:33:00,17760,United Kingdom,1,1,1,7.25
C577486,2011-11-20 11:59:00,15533,United Kingdom,1,1,5,7.25
C580821,2011-12-06 11:32:00,13098,United Kingdom,1,1,5,7.25
C526731,2010-10-12 17:49:00,12476,Germany,2,2,3,7.25
C524166,2010-09-27 16:22:00,13980,United Kingdom,1,1,1,7.25
C538692,2010-12-14 09:58:00,13599,United Kingdom,2,2,2,7.24
C497008,2010-02-05 12:33:00,,United Kingdom,1,1,1,7.22
C510677,2010-06-02 17:06:00,13777,United Kingdom,2,2,2,7.2
C566611,2011-09-13 17:14:00,15513,United Kingdom,2,2,2,7.2
C542385,2011-01-27 14:32:00,14290,United Kingdom,2,2,2,7.2
C562957,2011-08-11 10:15:00,13319,United Kingdom,2,2,2,7.17
C569940,2011-10-06 18:00:00,15611,United Kingdom,1,1,4,7.16
C514560,2010-07-05 11:39:00,14194,United Kingdom,1,1,11,7.15
C513957,2010-06-29 14:51:00,15005,United Kingdom,2,2,3,7.15
C516575,2010-07-21 13:10:00,17739,United Kingdom,2,2,3,7.15
C497900,2010-02-14 12:50:00,12872,United Kingdom,2,2,3,7.15
C517892,2010-08-03 09:00:00,14911,EIRE,2,2,4,7.130000000000001
C555253,2011-06-01 15:14:00,17820,United Kingdom,2,2,2,7.1000000000000005
C530954,2010-11-04 18:45:00,18168,United Kingdom,4,4,4,7.1
C550709,2011-04-20 10:53:00,12997,United Kingdom,3,3,5,7.1
C569485,2011-10-04 12:47:00,12705,Germany,2,2,3,7.050000000000001
C528441,2010-10-22 10:55:00,15719,United Kingdom,2,2,2,7.050000000000001
C567534,2011-09-21 09:49:00,16341,United Kingdom,4,4,5,7.05
C510803,2010-06-03 18:45:00,13266,United Kingdom,2,2,3,7.05
C514417,2010-07-02 12:26:00,17578,United Kingdom,2,2,5,7.05
C498777,2010-02-23 10:48:00,12500,Germany,2,2,4,7.049999999999999
C510251,2010-05-28 10:36:00,,United Kingdom,2,2,8,7.049999999999999
C555563,2011-06-05 14:48:00,17841,United Kingdom,2,2,2,7.04
C553222,2011-05-16 10:10:00,13662,United Kingdom,2,2,2,7.03
C559659,2011-07-11 13:07:00,14796,United Kingdom,2,2,2,7.03
C565379,2011-09-02 15:17:00,14415,United Kingdom,2,2,2,7.03
C575626,2011-11-10 13:21:00,17651,United Kingdom,2,2,2,7.03
C578669,2011-11-24 17:14:00,17323,United Kingdom,2,2,4,7.029999999999999
C550195,2011-04-15 09:55:00,14796,United Kingdom,3,3,3,6.99
C509036,2010-05-20 09:32:00,15614,United Kingdom,1,1,1,6.95
C513985,2010-06-30 08:26:00,18172,United Kingdom,1,1,1,6.95
C566457,2011-09-12 17:02:00,17696,United Kingdom,1,1,1,6.95
C567891,2011-09-22 15:50:00,15296,United Kingdom,1,1,1,6.95
C567689,2011-09-21 16:49:00,17434,United Kingdom,1,1,1,6.95
C508762,2010-05-18 12:11:00,15391,United Kingdom,1,1,1,6.95
C544099,2011-02-16 10:17:00,15059,United Kingdom,1,1,1,6.95
C520951,2010-09-01 11:33:00,18009,United Kingdom,1,1,1,6.95
C566161,2011-09-09 11:39:00,17696,United Kingdom,1,1,1,6.95
C543608,2011-02-10 14:15:00,17230,United Kingdom,1,1,1,6.95
C516202,2010-07-19 10:43:00,15039,United Kingdom,1,1,1,6.95
C547193,2011-03-21 12:38:00,17811,United Kingdom,1,1,1,6.95
C551167,2011-04-26 16:02:00,14211,United Kingdom,1,1,1,6.95
C489551,2009-12-01 12:35:00,17641,United Kingdom,1,1,1,6.95
C519493,2010-08-17 14:01:00,13534,United Kingdom,1,1,1,6.95
C512526,2010-06-16 11:52:00,14210,United Kingdom,1,1,1,6.95
C530169,2010-11-02 09:53:00,16823,United Kingdom,1,1,1,6.95
C506988,2010-05-05 13:30:00,18111,United Kingdom,3,3,4,6.95
C492691,2009-12-17 18:46:00,17095,United Kingdom,1,1,2,6.9
C552020,2011-05-05 17:47:00,18183,United Kingdom,2,2,2,6.9
C577381,2011-11-18 16:24:00,15297,United Kingdom,2,2,2,6.9
C581384,2011-12-08 13:06:00,17673,United Kingdom,1,1,2,6.9
C492673,2009-12-17 18:13:00,13141,United Kingdom,2,2,2,6.9
C533445,2010-11-17 11:36:00,16770,United Kingdom,2,2,2,6.9
C561319,2011-07-26 12:43:00,15106,United Kingdom,1,1,36,6.84
C529822,2010-10-31 11:34:00,15351,United Kingdom,3,3,4,6.8
C521971,2010-09-09 19:31:00,15861,United Kingdom,1,1,8,6.8
C547104,2011-03-21 11:02:00,16817,United Kingdom,1,1,8,6.8
C544560,2011-02-21 12:43:00,17677,United Kingdom,1,1,8,6.8
C495873,2010-01-27 11:12:00,13590,United Kingdom,2,2,2,6.8
C518845,2010-08-12 11:19:00,17730,United Kingdom,1,1,8,6.8
C500790,2010-03-10 10:53:00,18064,United Kingdom,1,1,8,6.8
C547241,2011-03-21 16:34:00,16817,United Kingdom,1,1,8,6.8
C515596,2010-07-13 14:01:00,15544,United Kingdom,1,1,4,6.76
C530292,2010-11-02 12:19:00,17083,United Kingdom,1,1,4,6.76
C513981,2010-06-30 08:19:00,16467,United Kingdom,1,1,4,6.76
C531563,2010-11-09 10:15:00,14515,United Kingdom,1,1,4,6.76
C513983,2010-06-30 08:23:00,15432,United Kingdom,1,1,1,6.75
C548352,2011-03-30 14:57:00,12921,United Kingdom,1,1,1,6.75
C543741,2011-02-11 13:37:00,13021,United Kingdom,1,1,1,6.75
C557059,2011-06-16 14:51:00,16672,United Kingdom,1,1,1,6.75
C491021,2009-12-08 18:51:00,14911,EIRE,1,1,1,6.75
C507185,2010-05-06 16:02:00,16039,United Kingdom,1,1,1,6.75
C538089,2010-12-09 14:47:00,18230,United Kingdom,1,1,1,6.75
C491168,2009-12-10 11:23:00,12978,United Kingdom,1,1,1,6.75
C528492,2010-10-22 12:11:00,17646,United Kingdom,1,1,1,6.75
C508746,2010-05-18 11:37:00,14745,United Kingdom,1,1,1,6.75
C532413,2010-11-11 19:50:00,17696,United Kingdom,1,1,1,6.75
C510732,2010-06-03 11:00:00,14606,United Kingdom,1,1,1,6.75
C535643,2010-11-28 10:29:00,15059,United Kingdom,1,1,1,6.75
C507298,2010-05-07 14:47:00,14713,United Kingdom,1,1,1,6.75
C495924,2010-01-27 14:37:00,18223,United Kingdom,1,1,1,6.75
C564947,2011-08-31 13:29:00,17747,United Kingdom,1,1,1,6.75
C510159,2010-05-27 13:36:00,18181,United Kingdom,1,1,1,6.75
C547855,2011-03-27 12:13:00,14194,United Kingdom,1,1,1,6.75
C507031,2010-05-05 14:56:00,15518,United Kingdom,1,1,1,6.75
C506835,2010-05-04 13:44:00,15446,United Kingdom,1,1,1,6.75
C499203,2010-02-25 10:49:00,13334,United Kingdom,1,1,1,6.75
C492685,2009-12-17 18:39:00,17776,United Kingdom,1,1,1,6.75
C542395,2011-01-27 15:12:00,17389,United Kingdom,1,1,1,6.75
C517320,2010-07-28 11:56:00,13982,United Kingdom,3,3,3,6.75
C509345,2010-05-21 13:00:00,12921,United Kingdom,1,1,1,6.75
C546887,2011-03-17 18:14:00,14329,United Kingdom,4,4,4,6.75
C546906,2011-03-17 18:44:00,17675,United Kingdom,1,1,1,6.75
C499892,2010-03-03 11:39:00,13820,United Kingdom,1,1,1,6.75
C561061,2011-07-24 13:31:00,13097,United Kingdom,1,1,1,6.75
C517944,2010-08-03 11:12:00,,United Kingdom,1,1,1,6.75
C505487,2010-04-22 12:50:00,12921,United Kingdom,1,1,1,6.75
C511617,2010-06-09 12:12:00,15527,United Kingdom,1,1,1,6.75
C505198,2010-04-20 15:59:00,14081,United Kingdom,2,2,2,6.75
C530294,2010-11-02 12:32:00,13093,United Kingdom,1,1,1,6.75
C511502,2010-06-08 15:00:00,13109,United Kingdom,1,1,1,6.75
C506505,2010-04-30 10:58:00,17448,United Kingdom,1,1,1,6.75
C499851,2010-03-02 16:40:00,16520,United Kingdom,1,1,1,6.75
C513550,2010-06-25 12:25:00,13564,United Kingdom,1,1,1,6.75
C541503,2011-01-18 15:31:00,15291,United Kingdom,1,1,1,6.75
C555882,2011-06-07 15:40:00,14625,United Kingdom,1,1,1,6.75
C506758,2010-05-04 12:03:00,13393,United Kingdom,1,1,1,6.75
C506757,2010-05-04 12:01:00,17827,United Kingdom,1,1,1,6.75
C506759,2010-05-04 12:05:00,14175,United Kingdom,1,1,1,6.75
C555730,2011-06-06 16:51:00,14625,United Kingdom,1,1,1,6.75
C521543,2010-09-06 15:08:00,13650,United Kingdom,1,1,1,6.75
C561587,2011-07-28 10:50:00,17649,United Kingdom,1,1,1,6.75
C556276,2011-06-09 19:48:00,14696,United Kingdom,2,2,3,6.73
C496819,2010-02-04 10:28:00,,United Kingdom,1,1,16,6.72
C528903,2010-10-25 13:16:00,13292,United Kingdom,1,1,16,6.72
C562620,2011-08-08 12:34:00,13089,United Kingdom,2,2,2,6.7
C561235,2011-07-26 10:27:00,13767,United Kingdom,3,3,3,6.7
C528132,2010-10-20 15:02:00,17817,United Kingdom,2,2,2,6.7
C567947,2011-09-23 08:00:00,17663,United Kingdom,3,3,3,6.6899999999999995
C576197,2011-11-14 12:08:00,13755,United Kingdom,1,1,23,6.67
C536825,2010-12-02 17:27:00,15384,United Kingdom,2,2,3,6.65
C554873,2011-05-27 11:00:00,13988,United Kingdom,1,1,1,6.65
C557944,2011-06-23 16:10:00,15669,United Kingdom,2,2,3,6.65
C540382,2011-01-06 17:38:00,12957,United Kingdom,2,2,5,6.65
C572114,2011-10-20 19:15:00,17169,United Kingdom,3,3,4,6.65
C537746,2010-12-08 11:03:00,15021,United Kingdom,3,3,3,6.65
C566012,2011-09-08 12:15:00,17243,United Kingdom,1,1,1,6.65
C508326,2010-05-14 11:34:00,12839,United Kingdom,2,2,5,6.6499999999999995
C514148,2010-06-30 14:07:00,15750,United Kingdom,2,2,2,6.640000000000001
C552718,2011-05-11 09:43:00,14462,United Kingdom,1,1,12,6.6000000000000005
C560533,2011-07-19 12:00:00,16488,United Kingdom,2,2,4,6.6
C517356,2010-07-28 15:23:00,16128,United Kingdom,1,1,4,6.6
C561238,2011-07-26 10:31:00,17675,United Kingdom,2,2,2,6.6
C520048,2010-08-23 14:49:00,16401,United Kingdom,1,1,4,6.6
C535631,2010-11-26 17:10:00,13213,United Kingdom,1,1,4,6.6
C496234,2010-01-29 14:35:00,12905,United Kingdom,1,1,4,6.6
C558029,2011-06-24 11:47:00,12826,United Kingdom,3,3,4,6.6
C493852,2010-01-07 15:50:00,14156,EIRE,1,1,1,6.6
C540346,2011-01-06 13:41:00,12471,Germany,1,1,4,6.6
C558326,2011-06-28 11:59:00,13300,United Kingdom,2,2,2,6.6
C566779,2011-09-15 10:03:00,13931,United Kingdom,1,1,4,6.6
C552022,2011-05-05 17:58:00,12840,United Kingdom,1,1,4,6.6
C517571,2010-07-30 09:24:00,17714,United Kingdom,1,1,4,6.6
C529562,2010-10-28 18:12:00,14515,United Kingdom,2,2,4,6.6
C556273,2011-06-09 19:44:00,13534,United Kingdom,1,1,4,6.6
C497206,2010-02-07 12:12:00,14454,United Kingdom,1,1,4,6.6
C501041,2010-03-12 09:56:00,14403,United Kingdom,1,1,4,6.6
C524362,2010-09-28 17:10:00,18075,United Kingdom,2,2,2,6.6
C549912,2011-04-13 09:02:00,15737,United Kingdom,2,2,2,6.6
C516766,2010-07-22 17:11:00,16170,United Kingdom,2,2,4,6.6
C562020,2011-08-01 15:13:00,16774,United Kingdom,1,1,4,6.6
C510448,2010-06-01 09:40:00,13020,United Kingdom,1,1,4,6.6
C495043,2010-01-20 14:24:00,13287,United Kingdom,3,3,3,6.59
C528365,2010-10-21 16:05:00,13077,United Kingdom,4,4,5,6.5
C495023,2010-01-20 13:29:00,16843,United Kingdom,1,1,2,6.5
C522734,2010-09-16 12:55:00,12474,Germany,2,2,2,6.5
C519378,2010-08-16 13:31:00,14844,United Kingdom,1,1,2,6.5
C511764,2010-06-10 11:59:00,14329,United Kingdom,1,1,2,6.5
C518955,2010-08-12 15:20:00,16221,United Kingdom,2,2,2,6.5
C511686,2010-06-09 15:52:00,15696,United Kingdom,1,1,1,6.45
C513463,2010-06-24 16:07:00,15719,United Kingdom,1,1,1,6.45
C557413,2011-06-20 11:39:00,14701,United Kingdom,3,3,3,6.45
C518772,2010-08-11 15:22:00,17675,United Kingdom,1,1,1,6.45
C530618,2010-11-03 15:59:00,16350,United Kingdom,1,1,1,6.45
C519397,2010-08-16 16:12:00,13564,United Kingdom,3,3,4,6.4
C502766,2010-03-26 14:11:00,16327,United Kingdom,3,3,4,6.4
C496743,2010-02-03 14:30:00,13192,United Kingdom,2,2,8,6.4
C577384,2011-11-18 16:50:00,14156,EIRE,1,1,10,6.4
C559303,2011-07-07 12:49:00,13510,United Kingdom,2,2,4,6.4
C518899,2010-08-12 13:53:00,12471,Germany,3,3,4,6.3999999999999995
C523507,2010-09-22 12:02:00,12450,Spain,2,2,4,6.3999999999999995
C564209,2011-08-24 09:07:00,14189,United Kingdom,2,2,2,6.37
C555652,2011-06-06 14:11:00,13094,United Kingdom,1,1,6,6.36
C515977,2010-07-16 08:06:00,15125,United Kingdom,1,1,6,6.36
C579752,2011-11-30 14:46:00,13777,United Kingdom,2,2,2,6.359999999999999
C490994,2009-12-08 17:15:00,18070,United Kingdom,1,1,1,6.35
C493086,2009-12-22 10:40:00,17632,United Kingdom,1,1,1,6.35
C513978,2010-06-30 08:17:00,13999,United Kingdom,1,1,1,6.35
C542427,2011-01-28 09:34:00,14180,United Kingdom,1,1,1,6.35
C520725,2010-08-29 15:40:00,16755,United Kingdom,1,1,1,6.35
C556532,2011-06-13 11:53:00,13856,United Kingdom,2,2,5,6.35
C563598,2011-08-18 06:21:00,14305,United Kingdom,1,1,1,6.35
C490497,2009-12-06 13:41:00,17969,United Kingdom,1,1,1,6.35
C543750,2011-02-11 13:59:00,18250,United Kingdom,1,1,1,6.35
C527932,2010-10-19 13:34:00,13655,United Kingdom,2,2,2,6.35
C492496,2009-12-17 11:48:00,13564,United Kingdom,1,1,1,6.35
C511464,2010-06-08 12:55:00,15311,United Kingdom,2,2,3,6.35
C490402,2009-12-06 10:57:00,15059,United Kingdom,1,1,1,6.35
C494452,2010-01-14 13:51:00,15684,United Kingdom,1,1,1,6.35
C533304,2010-11-16 16:52:00,12681,France,2,2,2,6.35
C493259,2009-12-22 14:25:00,17632,United Kingdom,1,1,1,6.35
C492699,2009-12-17 19:06:00,16148,United Kingdom,1,1,1,6.35
C521228,2010-09-03 10:57:00,13995,United Kingdom,2,2,5,6.35
C522716,2010-09-16 11:56:00,15194,United Kingdom,3,3,6,6.35
C492320,2009-12-16 12:17:00,14894,United Kingdom,1,1,1,6.35
C548908,2011-04-05 08:25:00,18108,United Kingdom,2,2,2,6.35
C565477,2011-09-05 10:58:00,13630,United Kingdom,1,1,3,6.300000000000001
C544609,2011-02-22 10:03:00,12494,France,1,1,3,6.300000000000001
C553517,2011-05-17 14:09:00,14209,United Kingdom,1,1,3,6.300000000000001
C562185,2011-08-03 12:15:00,12748,United Kingdom,1,1,3,6.300000000000001
C514684,2010-07-05 14:08:00,17287,United Kingdom,1,1,3,6.300000000000001
C517219,2010-07-27 12:31:00,15788,United Kingdom,1,1,3,6.300000000000001
C506886,2010-05-05 08:43:00,15125,United Kingdom,1,1,3,6.300000000000001
C545823,2011-03-07 12:54:00,13884,United Kingdom,1,1,3,6.300000000000001
C575573,2011-11-10 11:34:00,16705,United Kingdom,2,2,2,6.3
C502621,2010-03-25 15:09:00,13872,United Kingdom,2,2,2,6.3
C551674,2011-05-03 12:40:00,16654,United Kingdom,2,2,2,6.3
C489589,2009-12-01 14:02:00,16150,United Kingdom,2,2,2,6.3
C497070,2010-02-05 14:51:00,18051,United Kingdom,3,3,4,6.3
C547229,2011-03-21 15:49:00,17213,United Kingdom,2,2,2,6.3
C537684,2010-12-08 10:18:00,14901,United Kingdom,2,2,2,6.3
C543834,2011-02-14 10:24:00,12553,France,1,1,15,6.3
C575879,2011-11-11 13:30:00,13588,United Kingdom,2,2,13,6.29
C572546,2011-10-24 16:50:00,17481,United Kingdom,1,1,1,6.25
C574488,2011-11-04 12:58:00,13050,United Kingdom,1,1,1,6.25
C490098,2009-12-03 16:11:00,17576,United Kingdom,1,1,5,6.25
C563068,2011-08-11 15:26:00,13722,United Kingdom,1,1,1,6.25
C550648,2011-04-19 16:36:00,13134,United Kingdom,2,2,3,6.25
C577386,2011-11-18 16:54:00,18276,United Kingdom,1,1,1,6.25
C542095,2011-01-25 12:49:00,17730,United Kingdom,1,1,5,6.25
