stock_code,gross_sales,units_sold,sales_invoices,known_customers,cancellation_value,cancellation_units,cancellation_invoices,description,estimated_net_revenue,cancellation_rate_pct,net_revenue_share_pct,abc_class
90059F,79.87,48,27,5,9.9,6.0,1.0,DIAMANTE HAIR GRIP PACK/2 LT ROSE,69.97,12.395142105922123,0.0003704332544148482,C
90131,69.62,10,5,4,0.0,0.0,0.0,PINK/AMETHYST/GOLD NECKLACE,69.62,0.0,0.00036858029401688915,C
72140F,69.18,175,14,14,0.0,0.0,0.0,HAPPY ANNIVERSARY CANDLE LETTERS,69.18,0.0,0.00036625085808802635,C
37509,71.39999999999999,28,14,14,2.55,1.0,1.0,NEW ENGLAND MUG W GIFT BOX,68.85,3.571428571428572,0.00036450378114137914,C
90176A,75.88,10,7,3,7.5,1.0,1.0,CLASSIC DIAMANTE NECKLACE JET,68.38,9.88402741170269,0.00036201552003554835,C
71215,68.1,177,12,10,0.0,0.0,0.0,METAL BASE FOR CANDLES,68.1,0.0,0.0003605331517171811,C
47420,68.02,358,31,23,0.0,0.0,0.0,ASSORTED COLOUR SUCTION CUP HOOK,68.02,0.0,0.00036010961791193327,C
90121B,80.75,19,9,8,12.75,3.0,1.0,VINTAGE ROSE BEAD BRACELET BLUE,68.0,15.789473684210526,0.00036000373446062135,C
84857A,68.0,8,3,2,0.0,0.0,0.0,SILVER MONTE CARLO HANDBAG,68.0,0.0,0.00036000373446062135,C
DCGS0004,67.94,4,4,0,0.0,0.0,0.0,HAYNES CAMPER SHOULDER BAG,67.94,0.0,0.0003596860841066855,C
90140,67.9,9,7,2,0.0,0.0,0.0,PINK SWEETIE NECKLACE,67.9,0.0,0.00035947431720406166,C
84086B,70.80000000000001,24,12,7,2.95,1.0,1.0,YELLOW/BLUE RETRO RADIO,67.85000000000001,4.166666666666666,0.0003592096085757818,C
90026C,67.82,8,6,5,0.0,0.0,0.0,GLASS BEAD HOOP NECKLACE GREEN,67.82,0.0,0.00035905078339881384,C
90026B,67.82,8,7,4,0.0,0.0,0.0,GLASS BEAD HOOP NECKLACE MONTANA,67.82,0.0,0.00035905078339881384,C
84864A,67.71000000000001,7,4,3,0.0,0.0,0.0,PINK PAISLEY PHOTO ALBUM,67.71000000000001,0.0,0.0003584684244165982,C
90078,67.64,9,5,4,0.0,0.0,0.0,PINK/WHITE GLASS DEMI CHOKER,67.64,0.0,0.0003580978323370063,C
90024F,67.61,8,6,2,0.0,0.0,0.0,NEW BAROQUE B'FLY NECKLACE CRYSTAL,67.61,0.0,0.0003579390071600384,C
84926B,67.5,54,10,8,0.0,0.0,0.0,SCOTTS ROSES TILE COASTER,67.5,0.0,0.0003573566481778227,C
47341B,67.5,48,14,13,0.0,0.0,0.0,BLUE TABLE RUN FLOWER,67.5,0.0,0.0003573566481778227,C
72045D,918.65,539,6,3,851.76,504.0,1.0,ROSES ON BLUE TEACUP CANDLE,66.88999999999999,92.71866325586458,0.0003541272029128082,C
35819P,66.55,95,7,7,0.0,0.0,0.0,"ACRYLIC HANGING JEWEL,PINK",66.55,0.0,0.00035232718424050517,C
90037A,66.31,26,12,4,0.0,0.0,0.0,TINY CRYSTAL BRACELET RED,66.31,0.0,0.00035105658282476185,C
90037C,66.08,26,13,4,0.0,0.0,0.0,TINY CRYSTAL BRACELET BLUE,66.08,0.0,0.00034983892313467444,C
85072,66.0,120,1,1,0.0,0.0,0.0,OCCASIONS GIFT CARD ASSORTMENT,66.0,0.0,0.0003494153893294266,C
79329,65.94,100,7,7,0.0,0.0,0.0,PINK FLOCK GLASS CANDLEHOLDER,65.94,0.0,0.00034909773897549075,C
84340,65.76,21,11,5,0.0,0.0,0.0,LARGE FIBRE OPTIC CHRISTMAS TREE,65.76,0.0,0.00034814478791368324,C
84493,111.12,1142,5,5,45.36,567.0,1.0,BLUE/PINK NEST STRIPE BOX,65.76,40.820734341252695,0.00034814478791368324,C
79406,65.62,259,21,14,0.0,0.0,0.0,FROSTED WHITE BASE,65.62,0.0,0.00034740360375449966,C
90088,86.69999999999999,101,14,8,21.25,25.0,2.0,CRYSTAL KEY+LOCK PHONE CHARM,65.44999999999999,24.509803921568633,0.00034650359441834805,C
90179B,65.31,11,9,5,0.0,0.0,0.0,PURPLE FINE BEAD NECKLACE W TASSEL,65.31,0.0,0.0003457624102591645,C
47016,65.10000000000001,31,5,4,0.0,0.0,0.0,LIGHT DECORATION BATTERY OPERATED,65.10000000000001,0.0,0.00034465063402038903,C
84705A,65.10000000000001,14,7,5,0.0,0.0,0.0,ENGLISH ROSE PHOTO FRAME,65.10000000000001,0.0,0.00034465063402038903,C
16256C,70.98,169,10,8,5.88,14.0,1.0,HEARTS PENCIL/RUBBER+5 MINI PENCILS,65.10000000000001,8.284023668639053,0.00034465063402038903,C
90177E,82.71000000000001,28,22,3,17.700000000000003,6.0,1.0,DROP DIAMANTE EARRINGS GREEN,65.01,21.40007254261879,0.00034417415848948525,C
90141B,64.94,13,9,2,0.0,0.0,0.0,IVORY PENDANT TRIPLE SHELL NECKLACE,64.94,0.0,0.0003438035664098934,C
90092,87.50999999999999,102,10,6,22.95,27.0,1.0,BLUE CRYSTAL BOOT PHONE CHARM,64.55999999999999,26.225574220089136,0.00034179178083496633,C
84551,64.35,39,8,6,0.0,0.0,0.0,CROCHET DOG KEYRING,64.35,0.0,0.00034068000459619094,C
90074,64.09,7,6,4,0.0,0.0,0.0,BLACK DIAMOND CLUSTER NECKLACE,64.09,0.0,0.00033930351972913565,C
79534,63.800000000000004,116,16,14,0.0,0.0,0.0,MULTICOLOUR GLASS PLATE,63.800000000000004,0.0,0.00033776820968511244,C
85018B,63.75,15,10,10,0.0,0.0,0.0,S/6 PAPER BOXES BLOSSOM IMAGES,63.75,0.0,0.00033750350105683254,C
85018A,63.75,15,10,10,0.0,0.0,0.0,S/6 PAPER BOXES ROMANTIC IMAGES,63.75,0.0,0.00033750350105683254,C
20905,63.5,10,4,3,0.0,0.0,0.0,VINTAGE KEEPSAKE BOX BEAUTY GIRL,63.5,0.0,0.0003361799579154332,C
90205A,63.46,38,22,6,0.0,0.0,0.0,LARGE MINT DIAMANTE HAIRSLIDE,63.46,0.0,0.0003359681910128093,C
37491D,63.28,26,13,5,0.0,0.0,0.0,PURPLE/BLUE CERAMIC CANDLE HOLDER,63.28,0.0,0.0003350152399510018,C
72709,62.89999999999999,74,13,10,0.0,0.0,0.0,IVORY SCULPTED RND CANDLE,62.89999999999999,0.0,0.00033300345437607475,C
84529B,62.35,13,5,2,0.0,0.0,0.0,BLUE KNITTED KID'S RUCKSACK,62.35,0.0,0.0003300916594649962,C
35607B,62.3,312,17,15,0.0,0.0,0.0,BLACK FEATHER CHRISTMAS DECORATION,62.3,0.0,0.0003298269508367163,C
47348A,62.01,103,16,12,0.0,0.0,0.0,FUSCHIA VOILE POINTY SHOE DEC,62.01,0.0,0.0003282916407926931,C
90176C,77.0,10,6,4,15.0,2.0,2.0,DIAMANTE NECKLACE,62.0,19.480519480519483,0.0003282386990670371,C
17136A,61.78,743,34,28,0.0,0.0,0.0,BLUE STONES ON WIRE FOR CANDLE,61.78,0.0,0.0003270739811026057,C
20620,61.76,15,14,1,0.0,0.0,0.0,RED SPOTTY PASSPORT COVER,61.76,0.0,0.00032696809765129375,C
35817B,61.3,143,3,2,0.0,0.0,0.0,"ACRYLIC JEWEL SNOWFLAKE,BLUE",61.3,0.0,0.0003245327782711189,C
35973,61.25,49,13,11,0.0,0.0,0.0,GERANIUM FOLKART HEART DECORATION,61.25,0.0,0.0003242680696428391,C
40002,66.3,78,1,1,5.1,6.0,1.0,WHITE BAMBOO RIBS LAMPSHADE,61.199999999999996,7.6923076923076925,0.00032400336101455924,C
35910B,61.07,29,8,6,0.0,0.0,0.0,PINK FLOWERS RABBIT EASTER,61.07,0.0,0.00032331511858103157,C
84875A,60.0,16,12,10,0.0,0.0,0.0,PINK SQUARE COMPACT MIRROR,60.0,0.0,0.0003176503539358424,C
23629,59.760000000000005,24,10,0,0.0,0.0,0.0,SET 10 CARDS DRESSING UP 17077,59.760000000000005,0.0,0.00031637975252009906,C
90021,59.75,5,4,4,0.0,0.0,0.0,LASER CUT MULTI STRAND NECKLACE,59.75,0.0,0.00031632681079444305,C
90171,59.65,47,27,2,0.0,0.0,0.0,DAISY RING,59.65,0.0,0.0003157973935378833,C
44241C,59.5,70,8,7,0.0,0.0,0.0,BLUE BUTTERFLY ON SPRING,59.5,0.0,0.00031500326765304367,C
84582,59.5,14,11,9,0.0,0.0,0.0,PINK CROCHET CAT WITH SCARF,59.5,0.0,0.00031500326765304367,C
35654,59.400000000000006,12,5,4,0.0,0.0,0.0,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006,0.0,0.00031447385039648403,C
90214P,66.59,77,33,13,7.5,6.0,1.0,"LETTER ""P"" BLING KEY RING",59.09,11.262952395254542,0.0003128326569011488,C
90011B,59.06,20,15,4,0.0,0.0,0.0,BLACK CRYSTAL DROP EARRINGS,59.06,0.0,0.00031267383172418087,C
35909A,59.00000000000001,20,5,5,0.0,0.0,0.0,RABBIT EASTER DECORATION,59.00000000000001,0.0,0.00031235618137024506,C
81985A,58.65,23,7,7,0.0,0.0,0.0,"ICON ALARM CLOCK,FUSCHIA PIN UP",58.65,0.0,0.00031050322097228594,C
90188,58.5,23,20,3,0.0,0.0,0.0,DROP EARRINGS W FLOWER & LEAF,58.5,0.0,0.0003097090950874463,C
84226,58.31,77,18,17,0.0,0.0,0.0,HEN HOUSE W FAMILY IN BARN & NEST,58.31,0.0,0.0003087032022999829,C
90059C,68.17999999999999,41,23,6,9.9,6.0,1.0,DIAMANTE HAIR GRIP PACK/2 MONTANA,58.279999999999994,14.52038721032561,0.0003085443771230149,C
21343,92.0,20,3,3,33.9,2.0,1.0,GOLD JEWELERY BOX,58.1,36.84782608695652,0.0003075914260612074,C
35816B,58.07,139,3,2,0.0,0.0,0.0,"ACRYLIC JEWEL ANGEL,BLUE",58.07,0.0,0.00030743260088423945,C
17129C,57.98,86,11,7,0.0,0.0,0.0,SKY BLUE COLOUR GLASS GEMS IN BAG,57.98,0.0,0.00030695612535333567,C
35821B,57.0,150,3,3,0.0,0.0,0.0,"JEWELLED DECORATION,BLUE",57.0,0.0,0.00030176783623905027,C
72771B,56.9,117,8,6,0.0,0.0,0.0,BURG FLOCK GOLD CUP/CANDLE,56.9,0.0,0.0003012384189824905,C
90002E,67.77,18,11,7,11.25,3.0,2.0,FLOWER BURST SILVER RING GREEN,56.519999999999996,16.60026560424967,0.0002992266334075635,C
90050,70.16,10,6,2,13.9,2.0,1.0,CRACKED GLAZE NECKLACE IVORY,56.26,19.81185860889396,0.00029785014854050824,C
90212C,56.25,15,7,5,0.0,0.0,0.0,PURPLE LAS VEGAS BRACELET ROUND,56.25,0.0,0.0002977972068148523,C
47344B,56.16,54,10,10,0.0,0.0,0.0,BLUE FLOWER DES PURSE,56.16,0.0,0.00029732073128394844,C
85023C,58.64999999999999,23,11,10,2.55,1.0,1.0,PINK LARGE JEWELED PHOTOFRAME,56.099999999999994,4.347826086956522,0.0002970030809300126,C
90033,55.879999999999995,22,18,2,0.0,0.0,0.0,IVORY SHELL HEART EARRINGS,55.879999999999995,0.0,0.0002958383629655812,C
84803B,70.98,42,11,10,15.21,9.0,2.0,WHITE ALLIUM ARTIFICIAL FLOWER,55.77,21.428571428571427,0.00029525600398336554,C
85080,55.76,113,22,19,0.0,0.0,0.0,PADDED RED HEART DECORATION,55.76,0.0,0.0002952030622577095,C
90214T,55.57,57,24,9,0.0,0.0,0.0,"LETTER ""T"" BLING KEY RING",55.57,0.0,0.000294197169470246,C
85151,55.0,44,8,8,0.0,0.0,0.0,WELCOME METAL SIGN,55.0,0.0,0.0002911794911078555,C
90135A,54.620000000000005,11,4,2,0.0,0.0,0.0,ORANGE/FUSCHIA STONES NECKLACE,54.620000000000005,0.0,0.0002891677055329285,C
90142D,54.59,11,5,4,0.0,0.0,0.0,MOP PENDANT SHELL NECKLACE,54.59,0.0,0.0002890088803559606,C
90043,54.510000000000005,10,6,5,0.0,0.0,0.0,COPPER AND BRASS BAG CHARM,54.510000000000005,0.0,0.0002885853465507128,C
20820,54.45,11,8,6,0.0,0.0,0.0,SILVER LOOKING MIRROR,54.45,0.0,0.000288267696196777,C
20953,54.449999999999996,33,9,7,0.0,0.0,0.0,PORCELAIN CHERUB BELL LARGE,54.449999999999996,0.0,0.00028826769619677697,C
90046,64.35,13,7,6,9.9,2.0,1.0,WHITE WITH METAL BAG CHARM,54.449999999999996,15.384615384615385,0.00028826769619677697,C
46115B,54.34,286,22,19,0.0,0.0,0.0,GREEN POP ART MAO CUSHION COVER,54.34,0.0,0.00028768533721456127,C
85023A,56.099999999999994,22,10,9,2.55,1.0,1.0,CRYSTAL LARGE JEWELLED PHOTO FRAME,53.55,4.545454545454546,0.0002835029408877393,C
90214I,61.0,62,27,10,7.5,6.0,1.0,"LETTER ""I"" BLING KEY RING",53.5,12.295081967213115,0.00028323823225945944,C
35001B,59.330000000000005,17,6,5,5.9,2.0,1.0,HAND OPEN SHAPE BLACK,53.43000000000001,9.94437889769088,0.0002828676401798677,C
72798C,53.11,28,15,10,0.0,0.0,0.0,SET/4 GARDEN ROSE DINNER CANDLE,53.11,0.0,0.0002811735049588765,C
90202B,70.49,24,16,3,17.700000000000003,6.0,1.0,WHITE ENAMEL FLOWER HAIR TIE,52.78999999999999,25.10994467300327,0.0002794793697378853,C
84292B,51.8,8,5,4,0.0,0.0,0.0,BLUE COL METAL FOLDING CHAIR,51.8,0.0,0.0002742381388979439,C
84845D,51.25,41,11,11,0.0,0.0,0.0,GERANIUM SQUARE HANDY TIN,51.25,0.0,0.00027132634398686537,C
84402B,51.14,62,4,4,0.0,0.0,0.0,PURPLE DRESS JEWELLERY STAND,51.14,0.0,0.00027074398500464967,C
35071,51.13999999999999,50,7,5,0.0,0.0,0.0,ASSORTED SANTA CHRISTMAS DECORATION,51.13999999999999,0.0,0.0002707439850046496,C
84612B,51.0,20,4,4,0.0,0.0,0.0,SET/4 BLACK BAROQUE FLOCK COASTER,51.0,0.0,0.000270002800845466,C
20964,51.0,20,6,6,0.0,0.0,0.0,POLYESTER FILLER PAD 60X40CM,51.0,0.0,0.000270002800845466,C
90001B,55.120000000000005,13,10,4,4.25,1.0,1.0,ANTIQUE MID BLUE FLOWER EARRINGS,50.870000000000005,7.71044992743106,0.0002693145584119384,C
90034,50.48,5,5,2,0.0,0.0,0.0,WHITE SILVER NECKLACE SHELL GLASS,50.48,0.0,0.00026724983111135536,C
72083A,50.400000000000006,24,7,7,0.0,0.0,0.0,STRAWBERY SWIRL FLARE CANDLE,50.400000000000006,0.0,0.00026682629730610764,C
22657,50.15,59,7,7,0.0,0.0,0.0,HEN & 2 CHICKS IN BASKET,50.15,0.0,0.00026550275416470826,C
20870,52.2,29,7,4,2.1,1.0,1.0,OPULENT VELVET CANDLE IN BOX,50.1,4.022988505747127,0.0002652380455364284,C
90141E,50.06,10,5,3,0.0,0.0,0.0,ORANGE PENDANT TRIPLE SHELL NECKLAC,50.06,0.0,0.0002650262786338045,C
23603,49.800000000000004,20,14,0,0.0,0.0,0.0,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,0.0,0.00026364979376674924,C
90052,49.58,7,5,1,0.0,0.0,0.0,CRACKED GLAZE NECKLACE BROWN,49.58,0.0,0.00026248507580231773,C
17013C,89.46000000000001,213,2,2,40.32,96.0,1.0,ORIGAMI LAVENDER INCENSE IN TUBE,49.14000000000001,45.070422535211264,0.000260155639873455,C
84537B,49.14,117,11,10,0.0,0.0,0.0,FAIRY CAKES GIFT BAG,49.14,0.0,0.0002601556398734549,C
72129,49.11,74,18,16,0.0,0.0,0.0,COLUMBIAN CANDLE ROUND,49.11,0.0,0.000259996814696487,C
84845C,52.5,42,14,14,3.75,3.0,1.0,CARNATION SQUARE HANDY TIN,48.75,7.142857142857142,0.00025809091257287197,C
35603C,48.3,83,24,19,0.0,0.0,0.0,SET/16 WHITE SHINY & MATT BAUBLES,48.3,0.0,0.0002557085349183531,C
37491A,48.3,18,13,5,0.0,0.0,0.0,YELLOW/PINK CERAMIC CANDLE HOLDER,48.3,0.0,0.0002557085349183531,C
90083,48.08,52,15,6,0.0,0.0,0.0,CRYSTAL CZECH CROSS PHONE CHARM,48.08,0.0,0.0002545438169539217,C
21347,47.6,8,4,4,0.0,0.0,0.0,GOTHIC CARRIAGE LANTERN,47.6,0.0,0.00025200261412243496,C
20895,47.20000000000001,16,4,3,0.0,0.0,0.0,VINTAGE NOTEBOOK FRENCH LETTER,47.20000000000001,0.0,0.00024988494509619604,C
35909B,47.2,16,6,6,0.0,0.0,0.0,PINK FLOWERS RABBIT EASTER,47.2,0.0,0.00024988494509619604,C
90067B,47.120000000000005,16,6,2,0.0,0.0,0.0,BROWN VINTAGE VICTORIAN EARRINGS,47.120000000000005,0.0,0.0002494614112909482,C
84227,47.04,112,13,13,0.0,0.0,0.0,HEN HOUSE W CHICK IN NEST,47.04,0.0,0.00024903787748570044,C
90181C,46.93,5,5,0,0.0,0.0,0.0,BLACK GLASS/SHELL/PEARL NECKLACE,46.93,0.0,0.00024845551850348474,C
20988,46.8,24,9,8,0.0,0.0,0.0,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,0.0,0.000247767276069957,C
90001C,46.7,11,10,5,0.0,0.0,0.0,ANTIQUE OPAL WHITE FLOWER EARRINGS,46.7,0.0,0.0002472378588133974,C
90001A,46.6,11,10,3,0.0,0.0,0.0,ANTIQUE RASPBERRY FLOWER EARRINGS,46.6,0.0,0.0002467084415568376,C
37489A,46.56,46,23,21,0.0,0.0,0.0,YELLOW/PINK FLOWER DESIGN BIG MUG,46.56,0.0,0.0002464966746542137,C
16050,46.45,151,8,4,0.0,0.0,0.0,TEATIME PENCIL WITH RUBBER,46.45,0.0,0.000245914315671998,C
47341A,46.25,29,7,7,0.0,0.0,0.0,FUSCHIA TABLE RUN FLOWER,46.25,0.0,0.0002448554811588785,C
90128A,46.21,31,10,5,0.0,0.0,0.0,PINK LEAVES AND BEADS PHONE CHARM,46.21,0.0,0.00024464371425625463,C
72024U,46.2,220,11,10,0.0,0.0,0.0,LILAC VOTIVE CANDLE,46.2,0.0,0.00024459077253059867,C
85081,46.17,104,21,20,0.0,0.0,0.0,PADDED HOLLY CHRISTMAS DECORATION,46.17,0.0,0.00024443194735363074,C
84626,45.95,1,1,1,0.0,0.0,0.0,CANDY STRIPE ROSE QUILT,45.95,0.0,0.0002432672293891993,C
35611B,45.76,62,3,2,0.0,0.0,0.0,BLACK ASSORTED DROPLET DECORATION,45.76,0.0,0.00024226133660173576,C
16161C,45.0,450,2,2,0.0,0.0,0.0,WRAP SPEED DEMONS,45.0,0.0,0.00023823776545188176,C
72724,45.0,36,10,9,0.0,0.0,0.0,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0,0.0,0.00023823776545188176,C
23625,44.910000000000004,9,4,0,0.0,0.0,0.0,SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,0.0,0.00023776128992097806,C
90135,44.75,9,3,1,0.0,0.0,0.0,ORANGE/WHT/FUSCHIA STONES NECKLACE,44.75,0.0,0.00023691422231048243,C
37462E,47.12,107,28,9,2.52,6.0,1.0,"PET MUG, GOLDFISH",44.599999999999994,5.3480475382003405,0.00023612009642564282,C
90197D,44.550000000000004,9,4,4,0.0,0.0,0.0,AMBER GLASS BRACELET HEART CHARMS,44.550000000000004,0.0,0.000235855387797363,C
72796B,44.55,27,12,11,0.0,0.0,0.0,S/3 FRENCH VANILLA SQU CANDLE,44.55,0.0,0.00023585538779736297,C
90011A,44.28,15,15,2,0.0,0.0,0.0,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,44.28,0.0,0.00023442596120465167,C
84586L,44.25000000000001,15,9,9,0.0,0.0,0.0,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001,0.0,0.00023426713602768377,C
35085E,44.25,39,9,7,0.0,0.0,0.0,IVORY ROSE LAMPSHADE,44.25,0.0,0.00023426713602768377,C
90084,54.4,64,9,8,10.2,12.0,1.0,PINK CRYSTAL GUITAR PHONE CHARM,44.2,18.75,0.00023400242739940393,C
90125E,44.19,18,17,2,0.0,0.0,0.0,AMBER BERTIE GLASS BEAD BAG CHARM,44.19,0.0,0.00023394948567374792,C
35815B,43.94,95,3,2,0.0,0.0,0.0,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.94,0.0,0.00023262594253234853,C
17014C,43.75,97,2,1,0.0,0.0,0.0,ORIGAMI LAVENDER INCENSE CONES,43.75,0.0,0.00023162004974488509,C
79063C,43.65,235,14,13,0.0,0.0,0.0,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,0.0,0.00023109063248832532,C
18097A,43.349999999999994,17,12,10,0.0,0.0,0.0,PINK TALL PORCELAIN T-LIGHT HOLDER,43.349999999999994,0.0,0.0002295023807186461,C
90042B,43.349999999999994,17,6,4,0.0,0.0,0.0,FRESHWATER PEARL BRACELET PINK,43.349999999999994,0.0,0.0002295023807186461,C
35822P,43.32,114,1,1,0.0,0.0,0.0,"ACRYLIC BEAD CHAIN, PINK",43.32,0.0,0.0002293435555416782,C
90054,43.019999999999996,17,17,2,0.0,0.0,0.0,CRACKED GLAZE EARRINGS RED,43.019999999999996,0.0,0.00022775530377199896,C
23038,42.92,44,8,4,0.0,0.0,0.0,T-LIGHT HOLDER SILVER SAUCER,42.92,0.0,0.00022722588651543924,C
84857B,46.8,24,1,1,3.9,2.0,1.0,BLUE MONTE CARLO HANDBAG,42.9,8.333333333333334,0.00022712000306412727,C
21596,42.64,10,9,0,0.0,0.0,0.0,HYPOCHONDRIAC PILL STRESS BALL,42.64,0.0,0.000225743518197072,C
90024A,42.5,5,4,4,0.0,0.0,0.0,NEW BAROQUE B'FLY NECKLACE BLACK,42.5,0.0,0.00022500233403788839,C
90126C,42.1,21,5,2,0.0,0.0,0.0,AMBER BERTIE MOBILE PHONE CHARM,42.1,0.0,0.00022288466501164944,C
72771C,42.08,54,6,4,0.0,0.0,0.0,BLACK FLOCK GOLD CANDLE,42.08,0.0,0.00022277878156033747,C
20860,42.0,20,11,10,0.0,0.0,0.0,GOLD COSMETICS BAG WITH BUTTERFLY,42.0,0.0,0.00022235524775508967,C
90152C,41.650000000000006,7,4,4,0.0,0.0,0.0,BLUE/NAT SHELL NECKLACE W PENDANT,41.650000000000006,0.0,0.00022050228735713063,C
90060C,41.65,7,3,3,0.0,0.0,0.0,FIRE POLISHED GLASS NECKL SILVER,41.65,0.0,0.00022050228735713057,C
23448,41.25,25,3,3,0.0,0.0,0.0,CREAM BUNNY EASTER EGG BASKET,41.25,0.0,0.00021838461833089163,C
90027C,41.17,14,12,2,0.0,0.0,0.0,GLASS BEAD HOOP EARRINGS GREEN,41.17,0.0,0.00021796108452564386,C
90183C,41.019999999999996,14,14,2,0.0,0.0,0.0,BLACK DROP EARRINGS W LONG BEADS,41.019999999999996,0.0,0.00021716695864080424,C
21119,41.01,3,3,0,0.0,0.0,0.0,GLOW IN THE DARK SHOT GLASSES,41.01,0.0,0.00021711401691514826,C
35644,40.95,21,7,6,0.0,0.0,0.0,PAIR PINK/BLACK COATHANGERS,40.95,0.0,0.00021679636656121246,C
84798C,40.8,16,3,3,0.0,0.0,0.0,WHITE FOXGLOVE ARTIIFCIAL FLOWER,40.8,0.0,0.0002160022406763728,C
44228,40.8,48,3,3,0.0,0.0,0.0,CANNABIS LEAF BEAD CURTAIN,40.8,0.0,0.0002160022406763728,C
90136,40.47,4,3,2,0.0,0.0,0.0,PALE PINK/AMETHYST STONE NECKLACE,40.47,0.0,0.00021425516372972566,C
90152A,40.34,7,7,4,0.0,0.0,0.0,SILVER/NAT SHELL NECKLACE W PENDANT,40.34,0.0,0.00021356692129619807,C
20994,39.949999999999996,47,12,12,0.0,0.0,0.0,JAZZ HEARTS SPIRAL NOTEPAD,39.949999999999996,0.0,0.00021150219399561503,C
47013A,39.87,141,25,21,0.0,0.0,0.0,WINE BOTTLE DRESSING LT.BLUE,39.87,0.0,0.00021107866019036726,C
37468,39.81,65,14,11,0.0,0.0,0.0,HARDMAN MUG 3 ASSORTED,39.81,0.0,0.00021076100983643143,C
47013C,40.519999999999996,147,27,18,1.44,12.0,1.0,WINE BOTTLE DRESSING DARK BLUE,39.08,3.5538005923000995,0.00020689626386354533,C
82545A,38.75,31,11,11,0.0,0.0,0.0,COGNAC AUX OEUFS METAL 1 HOOK,38.75,0.0,0.0002051491869168982,C
35963,38.379999999999995,101,11,10,0.0,0.0,0.0,FOLKART ZINC CLIP ON ANGEL WINGS,38.379999999999995,0.0,0.00020319034306762713,C
85184B,41.300000000000004,14,7,7,2.95,1.0,1.0,SET 4 EASTER DECOUPAGE OVAL BOXES,38.35,7.142857142857142,0.00020303151789065926,C
90130D,38.31,13,8,1,0.0,0.0,0.0,RED STONE/CRYSTAL EARRINGS,38.31,0.0,0.00020281975098803537,C
90027B,38.28,13,10,3,0.0,0.0,0.0,GLASS BEAD HOOP EARRINGS MONTANA,38.28,0.0,0.00020266092581106742,C
90182C,55.74,19,13,2,17.700000000000003,6.0,1.0,BLACK 3 BEAD DROP EARRINGS,38.04,31.754574811625407,0.00020139032439532407,C
90177A,55.690000000000005,19,14,2,17.700000000000003,6.0,1.0,CLASSIC DIAMANTE EARRINGS JET,37.99,31.78308493445861,0.0002011256157670442,C
85115B,37.620000000000005,6,2,1,0.0,0.0,0.0,S/4 BLACK DISCO PARTITION PANEL,37.620000000000005,0.0,0.0001991667719177732,C
90176B,37.620000000000005,5,4,2,0.0,0.0,0.0,DIAMANTE NECKLACE BLACK,37.620000000000005,0.0,0.0001991667719177732,C
90039A,37.61,10,5,2,0.0,0.0,0.0,FIRE POLISHED GLASS BRACELET RED,37.61,0.0,0.00019911383019211718,C
37112,37.5,10,5,4,0.0,0.0,0.0,YELLOW BIRDS FELT DES FOODCOVER,37.5,0.0,0.0001985314712099015,C
37477B,41.25,11,8,6,3.75,1.0,1.0,"FLOWER FAIRY MUG+COASTER,LAVENDER",37.5,9.090909090909092,0.0001985314712099015,C
35233,37.5,10,8,8,0.0,0.0,0.0,PASTA ENAMEL/BRASS CONTAINER,37.5,0.0,0.0001985314712099015,C
79413,37.5,30,9,7,0.0,0.0,0.0,GLASS WINE GLASS DECORATIONS,37.5,0.0,0.0001985314712099015,C
84705F,37.2,8,5,4,0.0,0.0,0.0,RED PEONY PHOTO FRAME,37.2,0.0,0.00019694321944022227,C
90126A,37.14,20,5,3,0.0,0.0,0.0,PINK BERTIE MOBILE PHONE CHARM,37.14,0.0,0.00019662556908628645,C
84251J,37.04,74,17,4,0.0,0.0,0.0,"GREETING CARD, THE BLACK CAT",37.04,0.0,0.0001960961518297267,C
16162M,36.96,88,13,10,0.0,0.0,0.0,THE KING GIFT BAG 25X24X12CM,36.96,0.0,0.0001956726180244789,C
72715,36.96,88,13,8,0.0,0.0,0.0,SPHERICAL IVORY CANDLE,36.96,0.0,0.0001956726180244789,C
17014E,36.599999999999994,95,6,4,0.0,0.0,0.0,ORIGAMI OPIUM INCENSE CONES,36.599999999999994,0.0,0.00019376671590086382,C
90141D,36.33,7,5,1,0.0,0.0,0.0,ROSE PENDANT TRIPLE SHELL NECKLACE,36.33,0.0,0.00019233728930815255,C
90214F,36.28,44,27,11,0.0,0.0,0.0,"LETTER ""F"" BLING KEY RING",36.28,0.0,0.0001920725806798727,C
90037D,35.870000000000005,14,8,1,0.0,0.0,0.0,TINY CRYSTALS BRACELET BLACK,35.870000000000005,0.0,0.0001899019699279778,C
90060B,35.7,6,4,4,0.0,0.0,0.0,FIRE POLISHED GLASS NECKL GOLD,35.7,0.0,0.00018900196059182622,C
